time,x_kalman,y_kalman,z_kalman,x_lh,y_lh,z_lh,roll,pitch,yaw,F,R,Z,motor.m1,motor.m2,motor.m3,motor.m4,rpm.m1,rpm.m2,rpm.m3,rpm.m4,controller.cmd_thrust,controller.cmd_roll,controller.cmd_pitch,controller.cmd_yaw
0.0,0.00040499921306036413,-0.0011138591216877103,0.018736299127340317,0.0,0.0,0.0,-1.6846814155578613,-0.25280866026878357,-0.012013578787446022,0.003428615862503648,2.889697551727295,0.01873902603983879,54264.0,53788.0,55424.0,55252.0,0,0,0,0,54682.23828125,3301.0,-673.0,210.0
0.02,0.0001557259092805907,-0.00227161287330091,0.018744833767414093,0.0,0.0,0.0,-1.6398162841796875,-0.25111788511276245,-0.013560255989432335,0.0034259886015206575,2.8896961212158203,0.018740901723504066,54453.0,54079.0,53357.0,53995.0,0,0,0,0,53971.80859375,599.0,369.0,-82.0
0.039,0.00020710357057396322,-0.0017455705674365163,0.024862006306648254,0.0,0.0,0.0,-1.7011010646820068,-0.24464721977710724,-0.01862983964383602,0.004186325240880251,2.8889522552490234,0.023443123325705528,55693.0,61157.0,52935.0,48619.0,0,0,0,0,54601.0,-6980.0,-7632.0,-321.0
0.059,0.0005011024186387658,-0.002275479957461357,0.023979194462299347,0.0,0.0,0.0,-1.589080572128296,-0.2787717580795288,-0.039549898356199265,0.004192032385617495,2.8889553546905518,0.02398846670985222,50262.0,61382.0,57308.0,48624.0,0,0,0,0,54394.24609375,-2739.0,-8685.0,-693.0
0.079,0.0001429908152204007,-0.0025642842520028353,0.025037791579961777,0.0,0.0,0.0,-1.0686800479888916,0.042689550668001175,-0.08537521958351135,0.00419660285115242,2.888957977294922,0.025047656148672104,50843.0,54239.0,52745.0,51957.0,0,0,0,0,52446.7734375,685.0,-2440.0,-617.0
0.099,-0.0016277426620945334,-0.00603107875213027,0.025259869173169136,0.0,0.0,0.0,-0.49528026580810547,0.6872218251228333,-0.17314757406711578,0.004505797289311886,2.888669967651367,0.025252413004636765,48204.0,53722.0,51688.0,48242.0,0,0,0,0,50464.46484375,-1601.0,-6516.0,-536.0
0.119,-0.0018249360146000981,-0.00443933205679059,0.029880205169320107,0.0,0.0,0.0,-0.3731827735900879,0.8749539852142334,-0.2462156116962433,0.004505989607423544,2.8886702060699463,0.029866626486182213,42461.0,53457.0,50129.0,43137.0,0,0,0,0,47296.140625,-177.0,-10638.0,-1077.0
0.139,-0.01087111048400402,-0.011168570257723331,0.0367715023458004,0.0,0.0,0.0,0.1211184412240982,1.4686977863311768,-0.3307948708534241,0.03652128577232361,2.8886425495147705,0.03652128577232361,44083.0,49217.0,43213.0,42623.0,0,0,0,0,44784.50390625,-4189.0,-669.0,-1012.0
0.159,-0.018029050901532173,-0.02274583838880062,0.04110855981707573,0.0,0.0,0.0,0.6107563376426697,2.111820697784424,-0.4808862805366516,0.031626373529434204,2.888899326324463,0.04080994427204132,38257.0,43185.0,42381.0,42485.0,0,0,0,0,41577.4375,1424.0,-3032.0,-933.0
0.179,-0.02223089523613453,-0.021145183593034744,0.05283898860216141,0.0,0.0,0.0,0.3699285089969635,2.0114104747772217,-0.6005188226699829,0.03179051727056503,2.8889174461364746,0.05248304456472397,33333.0,42711.0,41541.0,38115.0,0,0,0,0,38925.1796875,2393.0,-6688.0,-1436.0
0.199,-0.02744806371629238,-0.018430711701512337,0.06632271409034729,0.0,0.0,0.0,-0.16713905334472656,1.661962866783142,-0.7223275899887085,0.03132234886288643,2.8889729976654053,0.06658601015806198,33900.0,40274.0,36792.0,37762.0,0,0,0,0,37182.3984375,-482.0,-3792.0,-2154.0
0.219,-0.03511775657534599,-0.020401999354362488,0.07376258820295334,0.0,0.0,0.0,-0.5776339769363403,1.3605785369873047,-0.8883370757102966,0.024819551035761833,2.888949394226074,0.07223717868328094,35002.0,39896.0,34294.0,36684.0,0,0,0,0,36469.50390625,-2322.0,-854.0,-1796.0
0.239,-0.04128070920705795,-0.028657246381044388,0.08831793069839478,0.0,0.0,0.0,-0.6864318251609802,0.8381038308143616,-1.1065632104873657,0.023487621918320656,2.889066457748413,0.08934678137302399,34417.0,37105.0,32637.0,37177.0,0,0,0,0,35334.4921875,-1533.0,106.0,-1633.0
0.259,-0.0414375476539135,-0.03268631920218468,0.10438705235719681,0.0,0.0,0.0,-0.8053417205810547,-0.13005486130714417,-1.2939531803131104,0.023533998057246208,2.8890719413757324,0.10448697209358215,33348.0,36142.0,32104.0,36794.0,0,0,0,0,34597.328125,-15.0,1105.0,-2183.0
0.279,-0.0447106808423996,-0.032643988728523254,0.12596552073955536,0.0,0.0,0.0,-1.0937033891677856,-1.1402816772460938,-1.4399504661560059,0.01937040686607361,2.889572858810425,0.12051346153020859,32718.0,35562.0,31392.0,36136.0,0,0,0,0,33952.35546875,-183.0,669.0,-2112.0
0.299,-0.041227977722883224,-0.03450608626008034,0.1359892189502716,0.0,0.0,0.0,-1.357224702835083,-2.306414842605591,-1.6016792058944702,0.01971624791622162,2.88962459564209,0.1361258327960968,31208.0,36840.0,32574.0,34542.0,0,0,0,0,33791.15234375,-233.0,-1300.0,-1820.0
